"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-23","0.00","87","97","75"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-26","0.00","87",,"76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-27","0.00","88","97","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-28","0.00","89","96","79"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-29","0.01","88","96","80"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-30","0.00","87",,"79"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-02","0.00","87",,"79"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-03","0.00","85","94","80"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-04","0.62","80","89",
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-05","1.53","86","92","77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-06","0.00","84","91","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-07","0.04","84","90","77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-08","0.13","88","92","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-09","0.00","83",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-10","2.16","79",,"73"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-11","0.03","83","89","74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-12","0.39","82","86","74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-15","0.11","88","92","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-16","0.00","83","93","79"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-17","0.00","85","90","79"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-23","0.00","85","92","77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-24","0.00","86","91","79"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-27","0.00","85","93","77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-06-30","0.00","84",,"78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-01","0.00","85","92","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-02","0.00","84","91",
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-03","0.07","86","92","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-04","0.00","86",,"77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-06","0.00","88","91","77"
